index,Activity Date,Activity Name,Activity Type,Distance,Commute,Activity Gear,Athlete Weight,Bike Weight,Moving Time,Max Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Start Hour,Year,Average Speed
291,2013-01-22 11:27:07,Los Altos hills lunch loop with some exploration,Ride,21.1,False,2011 Allez,80.2858963,10.43260002,3577,15.82800007,275.0,,0.0,145.1999969,72.07209778,0.0540157,11,2013,13.19
292,2013-01-24 11:18:39,Short Los Altos Hills Lunch Loop,Ride,23.52,False,2011 Allez,80.2858963,10.43260002,3819,17.81200027,306.0,,0.0,173.1999969,55.55559921,0.056108799,11,2013,13.77
293,2013-01-28 10:48:57,"Lunch Loop, zone two'in it, or at least as much as possible",Ride,26.4,False,2011 Allez,80.2858963,10.43260002,3935,15.86800003,234.1999969,,-9.600000381,116.5999985,55.55559921,-0.036351901,10,2013,15.0
294,2013-01-29 11:33:28,"Ran 3.5 miles but some how my GPS was turned off, so i have nothing to show for it. Map linked in notes.",Run,0,,,80.2858963,,2126,0.0,0.0,,,,0.0,0.0,11,2013,
295,2013-01-29 16:56:54,"MIssion peak in total darkness on the way down with Kayla. Major ITB soreness in both legs (damn cycling), should have listened to my body :-(",Hike,10.13,,,80.2858963,,7566,1.816030025,662.4509888,,98.54340363,764.3660278,39.29589844,0.000478636,16,2013,
296,2013-01-31 17:01:14,"First time at Alum rock, descent in the dark w/ headlight. Found Bear and met the regulators",Ride,12.13,False,Blur,80.2858963,14.06140041,4671,10.30200005,499.4930115,,130.3760071,582.460022,6000.0,0.116663001,17,2013,5.81
297,2013-02-04 11:39:18,Lunch run ITB's are a little sore again,Run,8.09,False,,80.2858963,,3454,3.535200119,66.9681015,,13.20960045,74.09880066,14.33520031,0.000794399,11,2013,
298,2013-02-05 11:25:45,Lunch Ride; Only wanted to be out for 40 minutes :-/,Ride,29.02,False,2011 Allez,80.2858963,10.43260002,4576,15.98400021,331.2000122,,0.0,168.1999969,34.68209839,0.0482364,11,2013,14.18
299,2013-02-05 16:15:32,"Mission Peak with Kayla. ITB's hurt again, so i decided not to go to the peak and explore new territory, and I found mud",Hike,9.11,,,80.2858963,,7632,3.532279968,566.7730103,,98.49169922,656.8950195,30.91740036,0.00430076,16,2013,
300,2013-02-10 11:25:38,"Lunch Ride, things got a little messy(also forgot my chest strap, so no HR data)",Ride,13.38,False,Blur,80.2858963,14.06140041,5528,15.30000019,424.3320007,,552.0629883,784.2390137,1000.0,0.00278873,11,2013,5.41
301,2013-02-16 09:28:04,Henry Coe with the Regulators and Diaz,Ride,24.53,False,Blur,80.2858963,14.06140041,9605,14.29199982,857.6290283,,356.4490051,833.2130127,18000.0,-0.00476281,9,2013,5.71
302,2013-02-18 10:56:30,Lunch Ride: Alameda De Las Pulgas to Edgewood and back.,Ride,30.12,False,2011 Allez,80.2858963,10.43260002,4317,14.25599957,180.951004,,13.71189976,64.93640137,42.08890152,-0.041243698,10,2013,15.61
303,2013-02-20 11:12:01,Alum Rock Muddy mess changed the plans,Ride,13.44,False,Blur,80.2858963,14.06140041,3956,20.15999985,328.0809937,,62.44400024,244.576004,31.25,0.025353299,11,2013,7.6
304,2013-02-21 16:01:18,"Mission Peak w/ Kayla, we got harassed by the cows (no ITB pain)",Hike,9.57,,,80.2858963,,7225,2.736079931,667.151001,,114.8339996,766.9860229,42.49330139,-0.0011607,16,2013,
305,2013-02-24 13:27:48,The long way to Mission Peak (no ITB pain),Hike,16.24,,,80.2858963,,11967,3.230060101,730.9210205,,130.1309967,767.0819702,101.7730026,0.00242585,13,2013,
306,2013-02-28 16:24:23,Alum Rock and Sierra Vista OSP,Ride,16.41,False,Blur,80.2858963,14.06140041,5953,12.67529964,615.8150024,,133.5420074,582.6199951,420.9580078,-0.0093668,16,2013,6.17
307,2013-03-03 11:12:27,Mt Diablo Foothills,Ride,34.32,False,Blur,80.2858963,14.06140041,10251,12.79730034,796.4699707,,140.8399963,551.7329712,1052.400024,-0.00132658,11,2013,7.49
308,2013-03-05 16:18:22,Mission Peak (up stairmaster) with Kayla before the rain,Hike,8.51,,,80.2858963,,6152,3.403320074,648.4429932,,117.1620026,765.7039795,53.65510178,-0.200177997,16,2013,
309,2013-03-09 11:27:13,Sunol Regonal Winderness,Hike,8.63,,,80.2858963,,10980,1.708220005,431.0690002,,118.4100037,512.2910156,588.7940063,-0.00274381,11,2013,
310,2013-03-12 16:20:16,Walked Sophie,Walk,4.37,,,80.2858963,,2959,3.041860104,0.0,,16.1310997,22.91810036,211.3070068,0.00119254,16,2013,
311,2013-03-13 16:55:33,Brushy Peak,Ride,17.97,False,Blur,80.2858963,14.06140041,4849,13.24199963,405.6000061,,191.1999969,439.7999878,2000.0,-0.032261301,16,2013,8.29
312,2013-03-16 15:29:10,PA Foothills and Arastradero with Timbo,Hike,19.58,,,80.2858963,,12046,4.30381012,774.9840088,,86.06829834,526.5570068,1262.180054,0.00408045,15,2013,
313,2013-03-21 19:11:16,Walked Sophie at the park,Walk,4.48,False,,80.2858963,,3039,3.375479937,0.0,,15.92770004,20.23620033,35.43590164,-0.000830512,19,2013,
314,2013-03-22 10:56:40,"El Corte de Madera, my favorite place to ride.",Ride,23.88,False,Blur,80.2858963,14.06140041,9959,12.88070011,1280.939941,,228.6640015,729.03302,48.81269836,-0.000939462,10,2013,5.36
315,2013-03-31 10:27:17,Brushy Peak,Ride,17.79,False,Blur,80.2858963,14.06140041,4698,14.92199993,412.2000122,,138.6000061,388.0,1200.0,-0.0112384,10,2013,8.47
316,2013-04-07 10:26:04,Brunch Run,Run,5.32,False,,80.2858963,,2129,3.829639912,11.74569988,,160.8379974,172.7480011,8.450659752,-0.000113646,10,2013,
317,2013-04-12 11:15:54,"Warmup run, then workout, then run again. Check the description for more details.",Run,6.36,False,,80.2858963,,3557,10.30780029,16.55789948,,13.29740047,30.29640007,79.39260101,0.0149022,11,2013,
318,2013-03-26 11:12:42,"Lunch Run, some ITB pain after 1.6 miles, but then shortly after it lessened?",Run,4.86,False,,80.2858963,,2001,7.290850163,14.56429958,,13.85309982,31.67589951,82.91040039,-0.0159631,11,2013,
319,2013-04-14 10:44:50,Brushy Peak (Exploring),Ride,21.22,False,Blur,80.2858963,14.06140041,6702,15.12870026,591.3469849,,169.5319977,422.4549866,72.56349945,-0.000592048,10,2013,7.09
320,2013-04-27 11:16:13,Los Gatos Creek Trail. Haven't been on the road bike in months :-),Ride,25.04,False,2011 Allez,80.2858963,10.43260002,5445,11.0,127.8000031,,-4.0,83.0,44.44440079,0.081471898,11,2013,10.29
321,2013-04-28 05:54:05,"Mt Diablo Longest Hike ever, watch died, total milage was ~18",Hike,23.55,,,80.2858963,,24000,4.400000095,1468.97998,,167.8000031,1173.0,330.7690125,1.221099973,5,2013,
322,2013-04-30 11:35:38,"Quick Lunch Ride Legs felt a little more fatiged than usual, not sure if it was because of the hike, me not riding as much as usual, or i was just going fast.",Ride,18.1,False,Blur,80.2858963,14.06140041,3696,13.60000038,291.2000122,,24.20000076,232.6000061,200.0,-0.076233,11,2013,10.96
323,2013-05-03 17:47:52,Virgin Ride Redwood Park with Sovie,Ride,13.9,False,Blur,80.2858963,14.06140041,4270,14.5,354.0,,184.0,465.6000061,600.0,-0.069032997,17,2013,7.28
324,2013-05-07 11:17:21,"Mid-Pen Lunch Ride (Russian Ridge, Coal Creek, Monte Bello, and Skyline Ridge)",Ride,17.8,False,Blur,80.2858963,14.06140041,5098,16.39999962,530.7999878,,530.0,753.4000244,80.0,0.0280826,11,2013,7.81
325,2013-05-11 18:27:36,Alum Rock/Sierra Vista,Ride,11.34,False,Blur,80.2858963,14.06140041,4221,13.5,473.3999939,,144.0,578.2000122,800.0,0.139321998,18,2013,6.01
326,2013-05-24 18:51:03,Fremont Older or Older Fremont as Tim calls it.,Ride,13.21,False,Blur,80.2858963,14.06140041,4147,14.19999981,289.2000122,,82.59999847,282.0,400.0,0.0227047,18,2013,7.13
327,2013-06-02 19:04:10,"Fremont Cruise, havent hit the pavment for a while",Ride,28.22,False,2011 Allez,80.2858963,10.43260002,4152,21.70000076,215.8500061,,11.80000019,134.6000061,75.0,0.000354306,19,2013,15.21
328,2013-06-03 20:36:28,"Port workout run, its been a while ITB pain right at the end.",Run,4.55,False,,80.2858963,,1822,3.299999952,0.0,,16.20000076,23.70000076,7.099999905,0.0,20,2013,
329,2013-06-03 19:50:38,"Workout: (Squat 135Lbs x 10, SLSL deadlift 60Lbs x 10, Burpee x 10, Clean and Jerk 95Lbs x 10) x 2",Workout,0.28,,,80.2858963,,225,1.600000024,0.0,,17.20000076,17.60000038,64.30000305,0.035014,19,2013,
330,2013-06-15 08:18:22,Calaveras Roadie Loop (First time doing it CCW),Ride,67.63,False,2011 Allez,80.2858963,10.43260002,9813,20.70000076,730.6699829,,10.80000019,345.7999878,20.5,-0.00266137,8,2013,15.42
331,2013-06-21 19:32:32,Around the lake (No ITB pain),Run,5.05,False,,80.2858963,,2006,3.099999905,0.0,,16.10000038,23.60000038,31.10000038,-0.00990021,19,2013,
332,2013-06-17 18:39:42,Around the lake (No ITB pain),Run,5.05,False,,80.2858963,,1883,4.800000191,0.0,,16.20000076,23.89999962,8.100000381,-0.00395742,18,2013,
333,2013-07-07 09:57:23,Summit Road to Capitola (I got a flat rear tire on the way down),Ride,23.92,False,2011 Allez,80.2858963,10.43260002,3334,22.0,104.0,,11.39999962,513.0,17.79999924,-2.05366993,9,2013,16.05
334,2013-07-07 16:10:58,Capitola to Summit Road. HR outta control!,Ride,23.24,False,2011 Allez,80.2858963,10.43260002,4338,13.5,701.9130249,,5.800000191,498.6000061,11.80000019,1.999240041,16,2013,11.98
335,2013-04-02 18:12:26,Evening Run,Run,1.42,False,,80.2858963,,1465,1.899999976,0.0,,17.10000038,17.60000038,71.0,0.00700084,18,2013,
336,2013-07-10 11:49:17,"Lunch Run (Some ITB pain in left knee towards the end, and a little low calf/high achilles pain in right leg.",Run,5.67,False,,80.2858963,,2187,4.599999905,15.18780041,,13.10000038,32.20000076,33.29999924,-0.028205801,11,2013,
337,2013-07-16 19:40:01,"Evening run, no pain at all.",Run,5.03,False,,80.2858963,,1938,3.200000048,0.0,,16.20000076,23.70000076,10.5,-0.00397543,19,2013,
338,2013-07-18 16:15:10,Ride from bus stop to home,Ride,6.42,False,2011 Allez,80.2858963,10.43260002,784,14.39999962,19.0,,3.599999905,16.20000076,36.09999847,0.196161002,16,2013,18.32
339,2013-07-18 07:35:08,Ride from home to the bus stop,Ride,8.81,False,2011 Allez,80.2858963,10.43260002,1224,10.0,4.0,,11.60000038,18.0,18.39999962,-0.054474901,7,2013,16.09
340,2013-07-22 15:29:04,Ride Home from Bus Stop,Ride,7.53,False,2011 Allez,80.2858963,10.43260002,1025,12.5,16.0,,18.39999962,26.20000076,22.70000076,0.071672201,15,2013,16.44
341,2013-07-22 07:59:42,Ride to Bus Stop,Ride,7.94,False,2011 Allez,80.2858963,10.43260002,1138,8.600000381,4.0,,11.80000019,29.79999924,10.30000019,-0.226546004,7,2013,15.6
342,2013-07-23 16:45:31,Ride to pick up my truck from the shop from the bus stop (had some issues getting the GPS to work at first),Ride,9.87,False,2011 Allez,80.2858963,10.43260002,1148,14.69999981,13.33570004,,10.60000038,30.0,18.60000038,-0.037479401,16,2013,19.22
343,2013-07-23 06:38:02,Ride to the Bus Stop,Ride,8.88,False,2011 Allez,80.2858963,10.43260002,1219,10.0,0.0,,9.100000381,17.39999962,23.79999924,-0.081077397,6,2013,16.3
344,2013-07-24 15:49:13,Ride from the bus stop home (nice and slow),Ride,7.55,False,2011 Allez,80.2858963,10.43260002,1122,10.80000019,15.0,,15.60000038,25.0,14.80000019,0.124507003,15,2013,15.05
345,2013-07-24 06:41:42,Ride to the bus stop from home (nice and slow),Ride,7.96,False,2011 Allez,80.2858963,10.43260002,1267,7.599999905,0.0,,11.0,18.0,0.0,-0.087877899,6,2013,14.06
346,2013-07-30 15:45:28,Ride from bus stop to the shop to get my truck,Ride,10.83,False,2011 Allez,80.2858963,10.43260002,1399,13.89999962,13.66670036,,10.60000038,30.10000038,9.199999809,-0.0276863,15,2013,17.32
347,2013-07-30 07:12:46,Ride from home to the bus stop,Ride,8.7,False,2011 Allez,80.2858963,10.43260002,1311,15.60000038,0.0,,6.0,19.79999924,9.899999619,-0.0563244,7,2013,14.86
348,2013-08-04 11:26:18,Lunch Ride with the Och. Breaking him in.,Ride,27.93,False,2011 Allez,80.2858963,10.43260002,4606,18.39999962,291.1570129,,13.69999981,176.8999939,45.20000076,-0.000357979,11,2013,13.56
349,2013-08-07 16:54:45,"MIssion Peak with Kayla (ran the whole way down for the first time ever, that i can remember, no ITB pain)",Hike,10.12,,,80.2858963,,5694,3.700000048,664.414978,,98.5,764.9000244,32.09999847,0.00197461,16,2013,
350,2013-08-11 12:06:15,Lunch ride with Art,Ride,22.21,False,2011 Allez,80.2858963,10.43260002,3722,18.60000038,365.3840027,,13.89999962,227.8999939,28.20000076,-0.00540312,12,2013,13.35
351,2013-08-15 18:27:08,Took Kayla for a roller walk at the park,Inline Skate,12.02,,,80.2858963,,3640,6.400000095,0.0,,16.20000076,23.70000076,7.300000191,-0.000831414,18,2013,
352,2013-08-17 17:03:19,After work ride to pick up my truck,Ride,26.54,False,2011 Allez,80.2858963,10.43260002,3525,13.69999981,105.737999,,6.0,102.3000031,33.29999924,0.018084601,17,2013,16.84
353,2013-08-20 19:01:53,"Longest run ever w/ 3 sprints the length of the soccer fields and one uphill (some ITB pain on and off, but not enough to make me stop)",Run,10.5,False,,80.2858963,,4403,7.199999809,0.0,,16.10000038,23.70000076,10.10000038,0.00285616,19,2013,
354,2013-08-23 09:15:51,Fremont Loop (warren detour),Ride,23.16,False,2011 Allez,80.2858963,10.43260002,3264,18.89999962,248.197998,,5.599999905,117.0999985,16.5,-0.0103589,9,2013,15.87
355,2013-08-26 18:39:49,Roller Bladed with Kayla around the lake until my watch died I did a total of four laps.,Inline Skate,6.69,,,80.2858963,,1799,5.099999905,0.0,,16.10000038,20.60000038,1.399999976,-0.00448296,18,2013,
356,2013-08-27 17:36:30,Rode home from the lake,Ride,7.21,False,2011 Allez,80.2858963,10.43260002,1066,12.19999981,13.0,,36.79999924,43.20000076,15.19999981,-0.00277316,17,2013,15.13
357,2013-08-27 16:41:17,Rode to Quarry lakes to swim,Ride,7.16,False,2011 Allez,80.2858963,10.43260002,1008,10.30000019,15.0,,10.19999981,20.0,18.60000038,-0.0111623,16,2013,15.89
358,2013-08-29 17:38:52,Nice and slow ride home from swimming at the lake,Ride,7.35,False,2011 Allez,80.2858963,10.43260002,1185,10.0,14.0,,-5.800000191,480.7999878,8.199999809,-6.505479813,17,2013,13.88
359,2013-08-29 16:24:56,Nice and slow ride to swim at the lake,Ride,7.62,False,2011 Allez,80.2858963,10.43260002,1438,10.30000019,23.0,,478.6000061,487.3999939,36.40000153,0.0157464,16,2013,11.84
360,2013-09-02 17:09:42,Walk home from kayaking,Walk,0.84,,,80.2858963,,672,1.5,0.0,,16.5,20.29999924,4.400000095,0.094272897,17,2013,
361,2013-09-02 15:25:37,Walk to the boat rentals,Walk,0.84,,,80.2858963,,663,1.600000024,0.0,,17.20000076,20.29999924,3.0,0.047286902,15,2013,
362,2013-09-02 16:27:51,"Kayaking at Lake elizibeth (Kayaking isn't an activity option, so i choose swim)",Swim,"2,714",,,80.2858963,,2213,1.799999952,0.0,,16.10000038,16.20000076,0.400000006,0.0,16,2013,
363,2013-09-03 17:51:27,Ride home from swimming,Ride,7.19,False,2011 Allez,80.2858963,10.43260002,1036,13.0,19.0,,10.19999981,18.20000076,17.60000038,0.069471501,17,2013,15.53
364,2013-09-03 16:37:44,Ride to the lake to swim,Ride,7.73,False,2011 Allez,80.2858963,10.43260002,1333,10.10000038,31.0,,478.7999878,489.7999878,22.0,0.028428501,16,2013,12.96
365,2013-09-06 13:15:33,Portola Redwoods w/ JP and Rigo (had GPS issues at first and started recording late),Hike,9.83,,,80.2858963,,9724,2.799999952,354.0599976,,130.1000061,316.0,48.59999847,-0.911328971,13,2013,
366,2013-09-07 16:31:57,"Kayak with the boys (Again I can't choose Kayak as an option, so I chose swim)",Swim,"5,189",,,80.2858963,,4543,1.799999952,0.0,,69.5,69.69999695,0.899999976,0.0,16,2013,
367,2013-09-08 08:39:13,Run (bike to run) (Some ITB pain in left lag for the last mile),Run,5.01,False,,80.2858963,,1786,3.299999952,0.0,,16.20000076,24.10000038,7.900000095,0.0,8,2013,
368,2013-09-08 08:04:27,Bike (Bike to Run),Ride,15.72,False,2011 Allez,80.2858963,10.43260002,1976,17.70000076,158.3999939,,482.2000122,568.5999756,9.199999809,0.0114459,8,2013,17.8
369,2013-09-12 17:45:57,"Run (Swim, bike, run) (No ITB Pain)",Run,3.22,False,,80.2858963,,1099,3.400000095,0.0,,17.10000038,21.79999924,6.400000095,0.068225503,17,2013,
370,2013-09-12 17:27:07,"Ride from the Lake home (Swim, Bike, Run)",Ride,7.67,False,2011 Allez,80.2858963,10.43260002,978,12.60000038,16.0,,22.79999924,30.20000076,16.39999962,-0.039114401,17,2013,17.56
371,2013-09-12 16:28:48,Ride to the lake to Swim,Ride,7.38,False,2011 Allez,80.2858963,10.43260002,1074,10.19999981,10.21249962,,6.800000191,19.89999962,7.099999905,-0.0108408,16,2013,15.39
372,2013-09-12 09:46:00,"Swim at Quarry Lakes (Swim, Bike, Run)",Swim,547,False,,80.2858963,,1394,,,,,,0.0,0.0,9,2013,
373,2013-09-22 14:26:16,"San Mateo Shoreline trail exploration, nice and easy.",Ride,52.05,False,2011 Allez,80.2858963,10.43260002,12429,11.19999981,210.0,,-6.400000095,23.0,37.5,0.00268972,14,2013,9.37
374,2013-09-28 18:17:11,Doing some exploration. It got steep and dark really fast!,Ride,12.52,False,Blur,80.2858963,14.06140041,4931,11.5,426.7890015,,224.6999969,553.2999878,28.20000076,0.0255448,18,2013,5.68
375,2013-09-30 17:37:33,"Plan D, more exploring",Ride,7.87,False,Blur,80.2858963,14.06140041,1732,16.60000038,226.6809998,,91.40000153,202.6999969,19.10000038,-0.0101621,17,2013,10.16
376,2013-10-03 17:17:56,Henry Cowell Exploration (Outcome: badass),Ride,9.94,False,Blur,80.2858963,14.06140041,3821,12.30000019,246.0,,82.0,244.8000031,44.40000153,0.054303002,17,2013,5.82
377,2013-10-05 11:44:12,"Poppin my Nisene Cherry (no way my ""corrected"" elevation is correct, total climbing was a few hundred feet less than 3k)",Ride,37.76,False,Blur,80.2858963,14.06140041,9814,17.0,1477.599976,,25.20000076,787.7999878,31.10000038,-0.00529563,11,2013,8.61
378,2013-10-06 14:26:32,Henry Cowell - Fall Creek Unit Exploration,Hike,12.72,,,80.2858963,,12202,2.700000048,616.3640137,,119.4000015,575.0999756,50.0,0.033009298,14,2013,
379,2013-10-12 09:13:18,LKHC: Stage 2 - Montevina + dirt,Ride,25,False,2011 Allez,80.2858963,10.43260002,5306,17.79999924,808.4860229,,201.1000061,789.0999756,50.0,0.00999652,9,2013,10.54
380,2013-10-14 17:36:33,"Quail Hollow Exploration. Took some bad turns, but nice run overall, except for the running uphill in sand part.",Run,4.57,False,,80.2858963,,2162,3.400000095,220.3339996,,158.5,331.2000122,29.79999924,0.037168998,17,2013,
381,2013-10-20 09:44:39,Diablo Man Bike (i started the garmin way late on the descent),Ride,31.91,False,2011 Allez,80.2858963,10.43260002,6375,16.79999924,1145.22998,,54.20000076,1130.099976,13.60000038,0.068615697,9,2013,11.2
382,2013-10-20 11:14:26,Diablo Man Run/Hike (Shortly after getting onto summit rd i started cramping pretty bad and had to walk.),Run,4.63,False,,80.2858963,,2335,3.400000095,224.651001,,904.7000122,1130.0,28.29999924,0.00216025,11,2013,
383,2013-10-26 10:53:08,LKHC: Portola Valley Hills (this one hurt!),Ride,53.83,False,2011 Allez,80.2858963,10.43260002,9248,22.70000076,1143.47998,,33.59999847,424.2999878,38.79999924,0.000185762,10,2013,13.02
384,2013-11-09 09:10:15,Exploring new territory. ,Hike,5.65,False,,,,4144,5.099999905,268.9830017,,289.3999939,539.2000122,46.79999924,0.153902993,9,2013,
385,2013-11-14 11:01:55,"Short and easy, felt good",Ride,21.22,False,2011 Allez,80.2858963,10.43260002,3196,17.60000038,240.0,,0.0,159.8000031,17.70000076,0.00659615,11,2013,14.86
386,2013-11-26 10:25:33,"Los Altos Hills Lunch Ride, warming up for Hammie",Ride,26.02,False,2011 Allez,80.2858963,10.43260002,4001,15.89999962,445.0620117,,13.5,280.8999939,25.60000038,-0.062241402,10,2013,14.55
387,2013-11-28 08:49:45,Went Ham on Turkey Day (Pressed the wrong button at the start of the race and clipped out a part of the ride),Ride,73.68,False,2011 Allez,80.2858963,10.43260002,13587,19.20000076,1790.22998,,42.90000153,1289.199951,30.89999962,-0.000542825,8,2013,12.13
388,2013-12-03 10:30:09,Alpine Rd to Black Mountain,Ride,26.79,False,Blur,80.2858963,14.06140041,7198,13.30000019,769.5200195,,192.3999939,858.2000122,38.09999847,-0.0145558,10,2013,8.33
389,2013-12-25 15:00:43,More Exploring,Ride,26.68,False,2011 Allez,80.2858963,10.43260002,5751,13.10000038,644.1569824,,81.80000305,304.7999878,32.29999924,-0.00524663,15,2013,10.38
390,2014-01-14 16:45:05,Ouch. It's been a while and this one hurt.,Run,6.5,,,80.2858963,,3062,4.800000191,280.7000122,,113.1999969,331.2000122,38.40000153,0.079965599,16,2014,
391,2014-01-18 12:44:14,"SLV Exploration, plus a burrito on the way home.",Ride,36.18,False,Blur,80.2858963,14.06140041,9942,16.0,390.0,,-6.800000191,166.0,49.5,-0.075728104,12,2014,8.14
392,2014-01-20 11:22:17,Short and easy lunch ride,Ride,12.41,False,2011 Allez,80.2858963,10.43260002,1823,9.899999619,57.0,,31.39999962,87.0,5.699999809,-0.00805782,11,2014,15.23
393,2014-01-21 11:19:59,Easy Lunch Run and stretch after. Running on the logs raised my HR nicely,Run,5.04,False,,80.2858963,,2194,3.099999905,15.4843998,,13.80000019,32.20000076,43.40000153,-0.00595167,11,2014,
394,2014-01-23 11:27:50,Another short and easy ride,Ride,12.11,False,2011 Allez,80.2858963,10.43260002,1775,10.5,60.0,,18.79999924,75.80000305,8.899999619,0.0132112,11,2014,15.25
395,2014-01-24 11:36:35,Easy Lunch Run,Run,4.84,False,,80.2858963,,2123,3.099999905,15.02000046,,13.89999962,32.29999924,13.0,-0.0289077,11,2014,
396,2014-01-26 14:40:56,"More Santa Cruz trail exploring (Pogonip and Upper UCSC), AD style.",Ride,20.45,False,Blur,80.2858963,14.06140041,5998,10.0,462.8420105,,8.699999809,345.2999878,23.79999924,0.00146672,14,2014,7.63
397,2014-01-25 14:12:20,"Fall Creek Unit Clockwise. Major satellite loss on the way down, I did not take the crows flight, I followed Fall Creek.",Hike,13.56,,,80.2858963,,8028,7.699999809,626.7650146,,121.1999969,579.2999878,49.29999924,0.0302162,14,2014,
398,2014-01-27 11:27:43,"Another short and easy lunch ride, felt good today.",Ride,12.61,False,2011 Allez,80.2858963,10.43260002,1842,11.60000038,59.44250107,,13.80000019,71.09999847,6.199999809,0.000792644,11,2014,15.32
399,2014-01-28 11:15:11,Another easy lunch run,Run,4.88,False,,80.2858963,,2173,2.900000095,14.80749989,,13.89999962,32.5,18.79999924,-0.0122908,11,2014,
400,2014-01-25 11:30:00,1K Swim at the Gym,Swim,998,False,,,,1380,,,,,,0.0,0.0,11,2014,
401,2014-01-29 10:33:36,"Easy Lunch Ride, legs felt a little sore.",Ride,12.41,False,2011 Allez,80.2858963,10.43260002,1905,11.0,58.0,,8.199999809,65.0,19.70000076,0.027378701,10,2014,14.57
402,2014-01-30 11:24:30,Easy Lunch Run. Why you gotta be hatin HRM?,Run,4.83,False,,80.2858963,,2041,3.099999905,14.77999973,,13.80000019,32.20000076,47.20000076,-0.035142101,11,2014,
403,2014-01-31 11:14:07,Another Short lunch ride. I guess I now know how long it takes a HRM battery to die.,Ride,12.17,False,2011 Allez,80.2858963,10.43260002,1762,10.39999962,58.32830048,,14.0,71.09999847,9.600000381,0.011497,11,2014,15.45
404,2014-02-01 12:43:07,Ben Lomond Exploration with Kayla,Hike,6,,,80.2858963,,5577,2.400000095,185.1909943,,91.19999695,197.1999969,46.09999847,-0.00499892,12,2014,
405,2014-02-03 11:22:51,Lunch Ride,Ride,12.44,False,2011 Allez,80.2858963,10.43260002,1899,10.69999981,57.0,,-0.600000024,54.59999847,21.70000076,-0.00482117,11,2014,14.65
406,2014-02-04 11:42:17,"Lunch run, a little faster today",Run,4.83,False,,80.2858963,,1875,3.700000048,14.4428997,,13.80000019,32.29999924,49.20000076,-0.028974701,11,2014,
407,2014-02-04 08:33:00,Gym Swim,Swim,"1,625",False,,80.2858963,,2400,,,,,,0.0,0.0,8,2014,
408,2014-02-05 10:38:33,Lunch ride,Ride,12.51,False,2011 Allez,80.2858963,10.43260002,1851,10.19999981,58.0,,-0.600000024,56.59999847,5.699999809,0.0447588,10,2014,15.11
409,2014-02-06 11:18:59,"Lunch Run, i'm not gonna let a little bit of water stop me.",Run,4.85,False,,80.2858963,,1937,3.0,14.68999958,,13.89999962,32.40000153,40.79999924,-0.018533001,11,2014,
410,2014-02-07 10:54:28,"Lunch ride, I turned it up a little today. Got a little wet and dirty.",Ride,12.5,False,2011 Allez,80.2858963,10.43260002,1678,11.69999981,59.0,,0.0,56.59999847,6.199999809,0.0287889,10,2014,16.67
411,2014-02-10 11:20:05,Notha  Lunch Run,Run,4.88,False,,80.2858963,,1882,3.0,15.48289967,,13.80000019,31.89999962,15.0,-0.00409458,11,2014,
412,2014-02-11 11:39:07,Lunch Ride,Ride,12.47,False,2011 Allez,80.2858963,10.43260002,1749,12.19999981,64.0,,4.599999905,66.19999695,22.20000076,0.064157099,11,2014,15.95
413,2014-02-12 10:46:03,Lunch Run. Bit faster today.,Run,4.83,False,,80.2858963,,1729,3.299999952,14.93109989,,13.89999962,32.09999847,37.29999924,-0.020688901,10,2014,
414,2014-02-13 11:47:00,Lunch Ride. It was nice to see the sun,Ride,12.15,False,2011 Allez,80.2858963,10.43260002,1682,11.0,82.0,,-2.799999952,79.0,29.5,0.210629001,11,2014,16.16
415,2014-02-14 11:18:57,"Nice and Slow Lunch Run, Stalked by Timbo. ",Run,6.62,False,,80.2858963,,3056,2.799999952,14.47999954,,13.30000019,32.70000076,32.0,-0.0196262,11,2014,
416,2014-02-15 10:54:54,More Exploration in SC county,Ride,44.96,False,2011 Allez,80.2858963,10.43260002,8336,23.70000076,1184.52002,,91.0,676.4000244,41.5,-0.0224602,10,2014,12.07
417,2014-02-17 13:46:04,The Neighborhood Loop,Run,6.21,False,,80.2858963,,2592,3.299999952,85.15000153,,88.19999695,135.5,16.29999924,-0.0032175,13,2014,
418,2014-02-18 11:09:28,Lunch Ride. Changed it up a little today TIM,Ride,15.84,False,2011 Allez,80.2858963,10.43260002,2351,13.19999981,134.7079926,,13.80000019,121.1999969,21.29999924,-0.00820536,11,2014,15.07
419,2014-02-19 11:29:30,"Lunch Run. Started slow and easy, then I said f*ck it.",Run,5.42,False,,80.2858963,,1904,3.5,13.86330032,,13.39999962,32.40000153,19.0,-0.055263899,11,2014,
420,2014-02-20 11:32:02,"Warm up, 7 sprints with Tim, then cool down ",Run,4.83,False,,80.2858963,,2058,8.0,14.74170017,,13.80000019,30.39999962,47.09999847,-0.00828054,11,2014,
421,2014-02-21 10:58:04,Super slow lunch ride,Ride,12.39,False,2011 Allez,80.2858963,10.43260002,2135,10.5,76.0,,-1.600000024,60.40000153,8.199999809,-0.0129085,10,2014,12.98
422,2014-03-03 11:44:48,Lunch Ride (Four Sprints),Ride,12.44,False,2011 Allez,80.2858963,10.43260002,1831,13.60000038,61.0,,15.60000038,74.0,9.0,0.022506,11,2014,15.2
