Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
3081881,"Jan 4, 2012, 2:00:52 PM","Commute, home to work",Ride,"",4891,30.72,161.0,40,false,,2011 Allez,activities/3677688.fit.gz,78.01789855957031,10.432600021362305,4891.0,4851.0,30723.19921875,16.31599998474121,,64.4000015258789,,-4.599999904632568,24.799999237060547,33.472801208496094,-0.03645459935069084,,,90.0,66.26000213623047,161.0,138.61300659179688,,104.82599639892578,,,,40.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
3093045,"Jan 4, 2012, 11:31:38 PM",Commute home from work,Ride,"",4388,30.43,167.0,44,false,,2011 Allez,activities/3690835.fit.gz,78.01789855957031,10.432600021362305,4388.0,4308.0,30436.19921875,13.949999809265137,,75.4000015258789,,-3.4000000953674316,28.600000381469727,62.5,-0.03088429942727089,,,197.0,73.27729797363281,167.0,145.36399841308594,,127.55400085449219,,,,44.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
3316436,"Jan 13, 2012, 3:28:36 AM","Run, workout, run",Run,"Ran a mile, then did a workout, then ran another mile.",5568,3.46,182.0,68,,,,activities/3960218.fit.gz,78.01789855957031,,5568.0,1179.0,3461.5,5.110000133514404,,22.600000381469727,,17.799999237060547,34.400001525878906,10000.0,0.3466709852218628,,,,,182.0,164.53599548339844,,,,,18.0,68.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3311.0,,,,,,,,,,,,,,,,,,,,,,,,""
3316437,"Jan 13, 2012, 7:51:34 PM",Lunch Ride,Ride,"Wearing a sweat suit because my weight in for my weight loss contest is tomorrow, and i'm not quite there yet. Lost 2lbs of water weight. The distance should also be further I think, because my speedo didn't seem to be displaying the correct speed most of the ride.",3280,13.28,179.0,62,false,,2011 Allez,activities/3960217.fit.gz,78.01789855957031,10.432600021362305,3280.0,3225.0,13279.099609375,11.973999977111816,,340.20001220703125,,0.0,228.39999389648438,37.47869873046875,0.13253900408744812,,,108.0,70.21399688720703,179.0,159.28399658203125,,110.49800109863281,,,17.0,62.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
3321465,"Jan 14, 2012, 1:23:04 AM",Roller Blading,Inline Skate,"Went roller blading to try to loose more water weight, wore my sweat suit, with sweat pants, a sweat shirt, gloves and a head/face warmer, lost about 4 lbs and felt pretty weak after, I think mostly because I was sore from the last few days of working out, and because of the fact that i didn't eat much the whole day prior.",5042,17.38,181.0,125,,,,activities/3966672.fit.gz,,,5042.0,4999.0,17388.30078125,5.73199987411499,,12.199999809265137,,15.199999809265137,20.0,16.949199676513672,-0.0034505899529904127,,,,,181.0,166.92599487304688,,,,,24.0,125.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3610941,"Jan 25, 2012, 3:06:22 AM",Run and workout,Run,"Ran a mike, then worked out. (weight training)",3745,1.80,171.0,28,,,,activities/4302701.fit.gz,78.01789855957031,,3745.0,688.0,1807.1700439453125,4.381999969482422,,8.0,,15.800000190734863,22.0,4000.0,-0.011067000217735767,,,,,171.0,151.52099609375,,,,,17.0,28.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3311.0,,,,,,,,,,,,,,,,,,,,,,,,""
3613677,"Jan 26, 2012, 1:18:16 AM",Leasure ride around Fremont,Ride,"",4268,25.75,203.0,43,false,,2011 Allez,activities/4305881.fit.gz,78.01789855957031,10.432600021362305,4268.0,4072.0,25753.5,20.06599998474121,,249.1999969482422,,10.199999809265137,101.4000015258789,32.482601165771484,0.02562760002911091,,,122.0,69.46060180664062,203.0,142.9929962158203,,118.3489990234375,,,15.0,43.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
3692215,"Jan 28, 2012, 12:30:54 AM","Run Workout, then short easy ride",Ride,"",6776,9.39,170.0,20,false,,2011 Allez,activities/4396889.fit.gz,78.01789855957031,10.432600021362305,6776.0,1959.0,9389.080078125,8.53600025177002,,16.600000381469727,,13.800000190734863,24.0,6000.0,0.042602699249982834,,,105.0,59.89739990234375,170.0,132.90699768066406,,53.90890121459961,,,16.0,20.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,3311.0,,,,,,,,,,,,,,,,,,,,,,,,""
3881700,"Feb 1, 2012, 3:25:08 AM",Run,Run,"",725,2.36,174.0,37,,,,activities/4620634.fit.gz,78.01789855957031,,725.0,725.0,2366.070068359375,5.26800012588501,,2.0,,15.800000190734863,20.0,5.47445011138916,-0.09298119693994522,,,,,174.0,162.66299438476562,,,,,17.0,37.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3311.0,,,,,,,,,,,,,,,,,,,,,,,,""
3881701,"Feb 4, 2012, 7:24:46 PM",Lake Chabot Ride,Ride,"Started the timer late. First ride on new forks and crank set, so i was working out some issues a couple times. Tried staying on the bike loop, but some how I missed a turn and made the loop shorter.",5245,14.58,177.0,59,false,,RockHopper,activities/4620633.fit.gz,78.01789855957031,12.700599670410156,5245.0,3486.0,14583.5,13.486000061035156,,393.79998779296875,,63.599998474121094,240.1999969482422,2000.0,0.15497000515460968,,,160.0,77.99639892578125,177.0,155.7030029296875,,132.4969940185547,515.0012817382812,,18.0,59.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
3981601,"Feb 8, 2012, 12:36:11 AM",Rollerblade at the lake,Inline Skate,"",3607,11.06,171.0,42,,,,activities/4737178.fit.gz,,,3607.0,3411.0,11063.2998046875,5.004000186920166,,10.199999809265137,,15.600000381469727,21.799999237060547,6.36536979675293,0.014462199993431568,,,,,171.0,147.26400756835938,,,,,24.0,42.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4005723,"Feb 8, 2012, 7:11:57 PM",Lunch Ride - Arastradero Preserve,Ride,Rode with Alex at lunch,4851,19.94,161.0,33,false,,RockHopper,activities/4763384.fit.gz,78.01789855957031,12.700599670410156,4851.0,4601.0,19940.400390625,15.727999687194824,,348.20001220703125,,15.0,230.1999969482422,6000.0,0.035104598850011826,,,208.0,72.05490112304688,161.0,130.5780029296875,,119.29100036621094,,,19.0,33.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4118332,"Feb 12, 2012, 6:35:24 PM",Brushy Peak,Ride,"",5989,18.29,166.0,46,false,,RockHopper,activities/4893908.fit.gz,78.01789855957031,12.700599670410156,5989.0,4737.0,18294.599609375,13.130000114440918,,363.20001220703125,,168.60000610351562,421.6000061035156,4000.0,-0.005466099828481674,,,178.0,69.47200012207031,166.0,143.23300170898438,,109.35900115966797,,,17.0,46.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4247571,"Feb 17, 2012, 6:53:51 PM",El Corte de Madera Creek (Skeggs),Ride,Alex and I went for a mountain bike ride.,11010,15.47,172.0,93,false,,RockHopper,activities/5044014.fit.gz,78.01789855957031,12.700599670410156,11010.0,8855.0,15474.2998046875,11.119999885559082,,677.4000244140625,,334.6000061035156,662.0,6000.0,0.13441699743270874,,,186.0,57.390899658203125,172.0,142.23899841308594,,66.84320068359375,,,13.0,93.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4325827,"Feb 20, 2012, 12:12:01 AM",Mission Peak Ohlone Trail,Ride,"Cold descent, finger got very numb.",8350,24.92,171.0,90,false,,RockHopper,activities/5133460.fit.gz,78.01789855957031,12.700599670410156,8350.0,7336.0,24920.80078125,11.857999801635742,,732.4000244140625,,14.800000190734863,711.2000122070312,8000.0,0.0016050899866968393,,,187.0,67.27890014648438,171.0,145.80499267578125,,106.07599639892578,,,10.0,90.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4378252,"Feb 21, 2012, 7:02:25 PM",Loooong Lunch Ride,Ride,"Went for a long lunch ride by myself. Went up OLH at a easy pace, and would gone down kings a little faster if it wasn't for a few cars that slowed me,",10606,61.04,163.0,90,false,,2011 Allez,activities/5193049.fit.gz,78.01789855957031,10.432600021362305,10606.0,9997.0,61039.3984375,18.15999984741211,,1091.800048828125,,13.0,720.0,41.02560043334961,0.00589782977476716,,,186.0,71.6520004272461,163.0,139.6750030517578,,138.96499633789062,,,16.0,90.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4758170,"Feb 29, 2012, 2:34:00 AM",Workout to cut weight,Workout,"Did a crossfit style workout. I walked to the school carring the 30lbs kb's like a suitcase. Then when i got to the school, I ran one lap (0.25 mile) around the track, then did 5 pull ups, 10 burpies w/ puchup, then 15 swings with one 30lbs kb, then 5 snatches w 2 30lbs kb (one in each hand), repeat until 4 sets are completed as fast as possible. Then walked home, attempted to carry kb's over head but that didn't last too long, so i rested them on my shoulders/traps.",3614,3.01,178.0,28,,,,activities/5636620.fit.gz,,,3614.0,1871.0,3018.8798828125,4.127999782562256,,10.399999618530273,,17.799999237060547,24.399999618530273,10.380599975585938,-0.006624970119446516,,,,,178.0,143.32400512695312,,,,,23.0,28.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4813567,"Mar 5, 2012, 12:53:06 AM",Joseph D Grant ,Ride,"First time riding here, i had to race the sun to get back to the car, I was running out of light, I did however have my headlight.",5706,16.79,182.0,73,false,,RockHopper,activities/5704668.fit.gz,78.01789855957031,12.700599670410156,5706.0,5107.0,16790.30078125,15.605999946594238,,592.4000244140625,,445.79998779296875,844.4000244140625,6000.0,-0.020249800756573677,,,103.0,89.73739624023438,182.0,148.79200744628906,,113.9000015258789,,,20.0,73.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4955876,"Mar 9, 2012, 12:36:35 AM",Mill Creek,Ride,"Wanted to get out, wasn't trying to break any records, just have a fun ride. The descent was fun!",4433,24.60,175.0,64,false,,2011 Allez,activities/5873787.fit.gz,78.01789855957031,10.432600021362305,4433.0,4083.0,24602.599609375,17.799999237060547,,508.20001220703125,,15.800000190734863,509.20001220703125,40.0,0.0333297997713089,,,132.0,74.9365005493164,175.0,152.11300659179688,,150.4980010986328,685.14892578125,,17.0,64.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
5048297,"Mar 11, 2012, 12:18:50 AM",Mission Peak Hike,Hike,"Hiked with Tim and Diaz. We went up the ""stairmaster"", then over the peak down the Stanford trail. The clouds moved in fast before we arrived to the peak..",9295,8.70,168.0,57,,,,activities/5981838.fit.gz,,,9295.0,8319.0,8703.58984375,2.7039999961853027,,673.5999755859375,,112.0,778.5999755859375,1000.0,-0.16774700582027435,,,,,168.0,120.58699798583984,,,,,25.0,57.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3311.0,,,,,,,,,,,,,,,,,,,,,,,,""
5102189,"Mar 11, 2012, 10:05:51 PM",Joseph D Grant ,Ride,"",15355,29.83,176.0,255,false,,RockHopper,activities/6043281.fit.gz,78.01789855957031,12.700599670410156,15355.0,11312.0,29835.19921875,14.314000129699707,,1254.199951171875,,414.20001220703125,911.7999877929688,8000.0,0.022791799157857895,,,236.0,61.65290069580078,176.0,145.05099487304688,,96.03630065917969,1211.2943115234375,,11.0,255.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
5497180,"Mar 21, 2012, 1:23:00 AM",Blur test ride - Fremont,Ride,"Took the bike for a test ride with the new frame, but I didn't have a rear brake, b/c it didn't come in the mail yet :-(",5699,20.85,179.0,47,false,,Blur,activities/6498371.fit.gz,78.01789855957031,14.061400413513184,5699.0,4959.0,20856.80078125,11.706299781799316,,188.0,,483.6000061035156,549.0,44.30179977416992,-0.005753510165959597,,,192.0,69.33329772949219,179.0,138.78500366210938,,90.86080169677734,,,17.0,47.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,114511.0,,,,,,,,,,,,,,,,,,,,,,,,,""
5590055,"Mar 22, 2012, 6:26:13 PM",Lunch Ride - Arastradero Preserve,Ride,Took the new frame for her first rear ride,4498,20.37,162.0,61,false,,Blur,activities/6604820.fit.gz,78.01789855957031,14.061400413513184,4498.0,4339.0,20377.19921875,12.103599548339844,,284.0,,13.0,229.8000030517578,31.52359962463379,0.015703799203038216,,,236.0,83.16600036621094,162.0,135.781005859375,,153.48800659179688,,,15.0,61.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,114511.0,,,,,,,,,,,,,,,,,,,,,,,,,""
5914418,"Mar 29, 2012, 12:40:19 AM",Brushy Peak ,Ride,. . . from dog training,4481,15.27,,,false,,Blur,activities/6975004.fit.gz,78.01789855957031,14.061400413513184,4481.0,3999.0,15273.2001953125,13.42770004272461,,283.6000061035156,,137.1999969482422,390.20001220703125,210.47900390625,-0.020951800048351288,,,155.0,73.07270050048828,,,,123.18800354003906,,,16.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,114511.0,,,,,,,,,,,,,,,,,,,,,,,,,""
6262078,"Apr 5, 2012, 7:12:03 PM","Saratoga Gap, SCCP, and Long Ridge",Ride,First ride after being sick.,7627,14.18,174.0,75,false,,Blur,activities/7370443.fit.gz,78.01789855957031,14.061400413513184,7627.0,5863.0,14183.599609375,13.300600051879883,,391.0,,734.2000122070312,830.2000122070312,56.2041015625,0.014100800268352032,,,219.0,68.78910064697266,174.0,143.76100158691406,,94.00499725341797,,,11.0,75.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,114511.0,,,,,,,,,,,,,,,,,,,,,,,,,""
6317117,"Apr 6, 2012, 5:40:59 PM",Lunch Ride: The Loop,Ride,W/ Tim. Cramped at the end :-(,5756,39.84,171.0,65,false,,2011 Allez,activities/7436386.fit.gz,78.01789855957031,10.432600021362305,5756.0,5513.0,39847.3984375,13.707599639892578,,417.20001220703125,,10.399999618530273,174.39999389648438,25.017000198364258,-0.006524890195578337,,,148.0,83.88569641113281,171.0,143.5989990234375,,161.91600036621094,995.2968139648438,,16.0,65.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
6366543,"Apr 7, 2012, 6:27:07 PM",Mission Peak Hike,Hike,"Hiked with Kayla. Went up the ""Stairmaster"" and down the Stanford trail.",8297,9.36,184.0,99,,,,activities/7493785.fit.gz,,,8297.0,7607.0,9363.6904296875,2.78344988822937,,672.7999877929688,,108.19999694824219,778.5999755859375,70.97810363769531,-0.19650399684906006,,,,,184.0,147.03599548339844,,,,,25.0,99.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3311.0,,,,,,,,,,,,,,,,,,,,,,,,""
7373674,"Apr 26, 2012, 12:08:03 AM",Fremont loop,Ride,Took it a little easier than usual. This is the first ride after getting sick again from over doing it last time.,3851,23.90,180.0,61,false,,2011 Allez,activities/8648520.fit.gz,78.01789855957031,10.432600021362305,3851.0,3561.0,23907.69921875,18.993999481201172,,251.0,,474.3999938964844,583.4000244140625,162.6020050048828,0.008365499787032604,,,206.0,79.5425033569336,180.0,154.64999389648438,,142.11700439453125,564.2777099609375,,21.0,61.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
7424436,"Apr 26, 2012, 6:38:16 PM",Lunch Ride - Arastradero Preserve,Ride,Drove there and parked in the parking lot this time.,3491,9.14,169.0,35,false,,Blur,activities/8703436.fit.gz,78.01789855957031,14.061400413513184,3491.0,2836.0,9143.8203125,12.862000465393066,,189.39999389648438,,66.80000305175781,206.1999969482422,33.149200439453125,0.006561810150742531,,,221.0,67.716796875,169.0,145.4040069580078,,109.26100158691406,,,20.0,35.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,114511.0,,,,,,,,,,,,,,,,,,,,,,,,,""
7588594,"Apr 29, 2012, 5:18:09 PM",Brushy Peak,Ride,"Pretty warm today, ",4832,17.86,177.0,94,false,,Blur,activities/8885831.fit.gz,78.01789855957031,14.061400413513184,4832.0,4779.0,17863.599609375,16.172000885009766,,406.20001220703125,,171.8000030517578,420.0,38.46149826049805,-0.01679389923810959,,,145.0,79.41280364990234,177.0,159.5070037841797,,135.19400024414062,,,28.0,94.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,114511.0,,,,,,,,,,,,,,,,,,,,,,,,,""
7780693,"May 2, 2012, 12:55:41 AM",Mission Peak Hike,Hike,"Hiked with Timbo and his friend Pat. We went at a casual pace. Lap 1 is our ascent, and lap 3 is our descent. I started driving home and forgot to turn off the GPS, so the total mileage isn't the exact amount we hiked.",9622,12.32,165.0,53,,,,activities/9102137.fit.gz,,,9622.0,8838.0,12325.099609375,23.511999130249023,,643.4000244140625,,15.800000190734863,769.2000122070312,8000.0,-0.8989779949188232,,,,,165.0,119.63500213623047,,,,,13.0,53.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3311.0,,,,,,,,,,,,,,,,,,,,,,,,""
7921815,"May 5, 2012, 3:32:06 PM",Calivaras Loop CW,Ride,"Didn't cramp up this time, also didn't go as hard as I maybe could of, but if I did, then I would have cramped for sure. Drank about a liter of water and ate oatmeal before, drank two bottles of water and ate a Clif bar during, and drank a protein shake and ate a banana after the ride. Then stretched for about 25 minutes after.",9319,61.41,176.0,126,false,,2011 Allez,activities/9263499.fit.gz,78.01789855957031,10.432600021362305,9319.0,9142.0,61410.5,17.290000915527344,,557.0,,-13.199999809265137,336.6000061035156,38.46149826049805,-0.03419610112905502,,,125.0,81.2947998046875,176.0,149.4499969482422,,138.3350067138672,1410.0943603515625,,19.0,126.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
8147171,"May 7, 2012, 1:30:15 AM",Easy ride,Ride,"Easy ride around the lake, then met Christina after work.",2070,7.89,138.0,9,false,,2011 Allez,activities/9523315.fit.gz,78.01789855957031,10.432600021362305,2070.0,2070.0,7889.85009765625,6.803999900817871,,18.600000381469727,,4.0,485.3999938964844,5.930319786071777,-5.969699859619141,,,230.0,51.3224983215332,138.0,110.33300018310547,,45.470001220703125,,,24.0,9.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
8147189,"May 8, 2012, 5:54:09 PM",Lunch Ride: Page Mill to Summit of Alpine Rd,Ride,"Rode up Page Mill, crossed Skyline , then kept going until I got to the summit of Alpine Rd. Started timer late, I left from work.",7246,37.51,183.0,138,false,,2011 Allez,activities/9523314.fit.gz,78.01789855957031,10.432600021362305,7246.0,6726.0,37514.1015625,19.275999069213867,,791.4000244140625,,30.200000762939453,724.5999755859375,1000.0,0.014394599944353104,,,109.0,63.43709945678711,183.0,162.04200744628906,,147.3800048828125,1105.2747802734375,,31.0,138.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
8275505,"May 10, 2012, 6:42:40 PM",Lunch @ Chipotle,Ride,Got a buy one get one free for riding in to work.,3416,3.63,,,false,,2011 Allez,activities/9669587.fit.gz,78.01789855957031,10.432600021362305,3416.0,992.0,3632.320068359375,7.082499980926514,,4.199999809265137,,19.799999237060547,24.0,3.5429599285125732,0.06056730076670647,,,80.0,51.83259963989258,,,,52.365299224853516,,,29.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
8275514,"May 10, 2012, 12:39:18 PM",Bike to work day: Home to work,Ride,"",5943,31.91,165.0,41,false,,2011 Allez,activities/9669589.fit.gz,78.01789855957031,10.432600021362305,5943.0,5138.0,31917.69921875,8.855999946594238,,62.79999923706055,,468.79998779296875,498.20001220703125,60.15039825439453,-0.011905600316822529,,,103.0,70.86239624023438,165.0,134.19200134277344,,100.47000122070312,,,11.0,41.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
8275518,"May 10, 2012, 10:39:00 PM",Bike to work day: Work to home,Ride,"Commuted with Alex, he got a rear flat right after getting off the bridge.",6605,32.45,167.0,43,false,,2011 Allez,activities/9669586.fit.gz,78.01789855957031,10.432600021362305,6605.0,4984.0,32454.5,11.430000305175781,,101.19999694824219,,27.600000381469727,59.400001525878906,65.21739959716797,0.040056098252534866,,,122.0,70.62229919433594,167.0,138.51300048828125,,116.02799987792969,,,28.0,43.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
8555578,"May 14, 2012, 7:02:02 PM",Tour of California Stage 2: Bear Creek KOM,Ride,"Rode from work to Bear Creek Road slightly west of Skyline Blvd, near hwy 17.",20826,99.39,181.0,316,false,,2011 Allez,activities/9982970.fit.gz,78.01789855957031,10.432600021362305,20826.0,16730.0,99398.203125,18.833999633789062,,2175.739990234375,,13.707200050354004,972.9000244140625,39.2156982421875,8.674670243635774e-05,,,182.0,71.5459976196289,181.0,158.1750030517578,,189.82200622558594,3540.93017578125,,19.0,316.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
8620962,"May 15, 2012, 6:12:36 PM",Tour of California Stage 3: Mt Diablo KOM,Ride,"Rode up south gate to the summit, then back down to the intersection of N Gate, S Gate and Summit Rd to watch the KOM, then descended S Gate.",11302,40.18,175.0,140,false,,2011 Allez,activities/10054943.fit.gz,78.01789855957031,10.432600021362305,11302.0,8666.0,40179.3984375,16.02199935913086,,1059.5999755859375,,126.5999984741211,1147.5999755859375,2000.0,0.04330579936504364,,,135.0,62.28889846801758,175.0,152.12100219726562,,135.93899536132812,,,27.0,140.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
8771269,"May 17, 2012, 11:06:43 PM",Windy Hill,Hike,"Went up Hamm Gulch, left on Lost Trail and down Razor Ridge",9885,12.88,149.0,53,,,,activities/10223462.fit.gz,,,9885.0,9829.0,12879.599609375,3.4000000953674316,,492.0,,188.39999389648438,554.4000244140625,6000.0,0.0015528399962931871,,,,,149.0,115.04399871826172,,,,,19.0,53.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3311.0,,,,,,,,,,,,,,,,,,,,,,,,""
9275631,"May 20, 2012, 1:28:46 AM",Easy ride around the lake,Ride,"went over the handle bars one time coming down some stairs, it was a slow fall, only banged my knee a little bit.",2841,8.91,148.0,13,false,,Blur,activities/10789046.fit.gz,78.01789855957031,14.061400413513184,2841.0,2474.0,8916.849609375,9.272000312805176,,0.0,,16.124099731445312,25.375099182128906,10.916999816894531,0.0011039599776268005,,,206.0,59.133201599121094,148.0,114.91100311279297,,84.7582015991211,,,23.0,13.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,114511.0,,,,,,,,,,,,,,,,,,,,,,,,,""
9275664,"May 24, 2012, 5:59:23 PM",El Corte de Madera Creek (Skeggs),Ride,Rode with Alex and rode some new (to us) trails.,11829,20.86,175.0,137,false,,Blur,activities/10789049.fit.gz,78.01789855957031,14.061400413513184,11829.0,9339.0,20861.30078125,12.312700271606445,,888.5999755859375,,334.6000061035156,731.4000244140625,841.916015625,0.136136993765831,,,208.0,74.40899658203125,175.0,146.50399780273438,,105.85399627685547,,,17.0,137.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,114511.0,,,,,,,,,,,,,,,,,,,,,,,,,""
9407433,"May 26, 2012, 2:12:41 AM",Coyote Creek Trail - Dog training to Hellyer Velodrome,Ride,"First time riding this trail. Took it easy, still recovering from the Skeggs ride on Thurs",4342,28.33,157.0,36,false,,2011 Allez,activities/10936260.fit.gz,78.01789855957031,10.432600021362305,4342.0,4202.0,28333.19921875,11.300000190734863,,67.4000015258789,,65.5999984741211,109.4000015258789,14.492799758911133,-0.036000099033117294,,,112.0,80.63590240478516,157.0,140.58900451660156,,114.96299743652344,,,16.0,36.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
9670981,"May 29, 2012, 5:56:04 PM",Southern Skyline Region,Ride,"Rode with Alex. Started at Monte Bello, then rode into Skyline Ridge, then into Russian Ridge, then through Coal Creek back to Monte Bello",5498,11.88,179.0,65,false,,Blur,activities/11234055.fit.gz,78.01789855957031,14.061400413513184,5498.0,3859.0,11882.2998046875,14.847999572753906,,427.6830139160156,,549.8579711914062,784.2659912109375,680.3900146484375,-0.018705299124121666,,,137.0,58.75270080566406,179.0,148.9499969482422,,164.4219970703125,,,22.0,65.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,114511.0,,,,,,,,,,,,,,,,,,,,,,,,,""
9860384,"Jun 1, 2012, 2:24:27 PM",Beat the Heat! Morning Los Altos Hills Ride,Ride,Rode when I got to work cause I couldn't ride at lunch or after work.,5982,36.22,180.0,101,false,,2011 Allez,activities/11448248.fit.gz,78.01789855957031,10.432600021362305,5982.0,5948.0,36220.8984375,16.802000045776367,,634.2000122070312,,-1.2000000476837158,220.60000610351562,83.33329772949219,-0.0336822010576725,,,115.0,73.2155990600586,180.0,155.4409942626953,,151.78399658203125,,,18.0,101.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
